employee_id,experience_years,workload_percentage,active_tasks,performance_score,estimated_hours,hours_logged,progress_percentage,allocation_score,recommended_employee,skill_match,skill_computer_vision,skill_data_analysis,skill_deep_learning,skill_django,skill_excel,skill_finance,skill_machine_learning,skill_nlp,skill_project_management,skill_python,skill_react,skill_sql,department_Data Science,department_Engineering,department_Finance,department_HR,department_IT,department_Marketing,department_Operations,department_Sales,job_role_Analyst,job_role_Business Analyst,job_role_Data Scientist,job_role_Developer,job_role_Finance Analyst,job_role_HR Executive,job_role_Project Manager,job_role_Senior Developer,job_role_Team Lead,availability_status_Available,availability_status_Busy,availability_status_On Leave,availability_status_Unknown,task_priority_Critical,task_priority_High,task_priority_Low,task_priority_Medium,task_priority_Unknown,task_status_Blocked,task_status_Completed,task_status_In Progress,task_status_Not Started,task_status_Unknown,required_skill_Computer Vision,required_skill_Data Analysis,required_skill_Deep Learning,required_skill_Django,required_skill_Excel,required_skill_Finance,required_skill_Machine Learning,required_skill_NLP,required_skill_Project Management,required_skill_Python,required_skill_React,required_skill_SQL,required_skill_Unknown
EMP532,11.5,95.8,8,76.4,19.9,18.2,78.5,41.9,1,0,0,0,0,0,0,0,1,0,0,0,0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
EMP916,5.6,42.5,5,71.0,30.4,20.5,74.5,30.3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
EMP3886,2.8,34.4,3,57.5,42.3,49.7,100.0,22.2,0,0,0,1,1,0,0,0,0,1,0,0,0,0,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
EMP2617,8.6,54.6,4,55.1,46.3,30.5,73.3,48.1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
EMP4536,5.9,33.6,3,76.1,43.4,20.6,55.5,49.3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
EMP1834,2.4,21.7,2,59.6,46.5,39.0,100.0,58.1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
EMP1471,4.9,51.0,3,62.5,34.2,34.4,100.0,10.0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
EMP1487,10.8,50.8,2,73.6,47.0,49.3,100.0,25.6,1,0,0,0,1,0,0,0,0,1,0,0,1,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
EMP4271,9.7,100.0,1,78.1,33.7,32.5,88.1,49.0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
EMP729,7.1,61.8,5,86.1,38.9,36.0,95.7,41.7,1,0,0,0,0,0,0,0,0,0,1,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
EMP3282,6.5,63.3,5,88.0,54.7,50.5,100.0,46.6,0,0,0,0,0,1,0,0,0,0,0,0,1,1,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
EMP4586,2.5,57.8,4,67.8,29.4,29.4,100.0,44.2,1,0,0,0,0,0,0,0,0,0,1,1,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
EMP1359,10.8,57.4,4,60.9,26.9,27.5,100.0,52.6,1,0,0,0,0,0,0,0,0,1,1,1,1,0,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
EMP010,5.4,23.7,1,72.0,44.2,45.3,100.0,18.6,1,0,0,0,0,1,0,1,0,0,0,0,1,0,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
EMP3693,2.6,73.2,7,63.9,37.4,32.5,97.7,35.1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
EMP4651,3.2,28.2,2,64.0,22.8,29.4,100.0,42.2,1,0,1,1,0,0,0,0,0,1,0,0,0,1,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
EMP3031,4.1,72.2,1,53.0,28.0,24.3,94.4,71.2,1,1,0,1,0,1,0,0,0,0,1,0,0,0,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
EMP1865,5.9,56.1,5,71.6,50.7,39.9,83.4,26.9,1,0,1,0,0,0,0,1,0,0,1,0,0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
EMP2660,8.7,100.0,6,72.0,59.6,54.9,100.0,40.5,1,1,0,1,1,0,0,0,0,0,0,0,0,0,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
EMP2958,4.9,76.2,5,79.5,36.3,40.3,100.0,41.0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
EMP1039,4.8,65.5,5,75.6,35.3,45.7,100.0,39.6,1,0,0,0,0,0,0,0,0,1,0,0,0,0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
EMP1061,8.6,34.2,4,66.3,47.3,20.9,35.0,29.8,1,0,0,0,0,1,0,0,0,0,1,0,1,0,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
EMP1732,5.6,31.6,1,80.8,20.6,13.5,58.6,85.9,1,1,0,0,0,0,0,0,0,0,0,1,1,0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
EMP2112,4.4,34.3,2,68.2,19.0,21.6,100.0,20.1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
EMP2799,8.9,35.6,3,79.2,26.1,22.3,76.9,63.3,1,0,0,0,0,0,0,1,0,0,0,1,0,1,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
EMP3459,8.8,13.5,2,65.4,43.5,42.0,98.5,67.4,0,1,1,0,0,0,0,0,0,1,0,0,1,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
EMP2002,15.9,93.6,5,84.9,54.8,66.8,100.0,27.4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
EMP1642,12.6,52.9,4,75.4,39.4,39.4,85.3,52.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
EMP1867,4.0,100.0,7,70.1,33.4,22.8,55.0,42.7,1,1,0,0,0,0,0,1,0,1,1,0,0,0,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
EMP163,5.3,3.1,0,63.4,38.5,37.2,67.8,53.4,1,0,0,0,1,1,0,0,1,0,0,0,0,0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
EMP4793,8.3,49.1,3,80.1,48.5,26.1,43.4,61.2,1,1,0,0,1,1,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
EMP4073,7.0,45.5,4,87.3,54.4,46.1,100.0,55.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
EMP1856,3.9,23.3,0,43.2,19.8,15.4,64.6,20.8,1,0,0,0,0,0,0,0,0,0,0,1,1,0,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
EMP2697,10.0,100.0,7,69.8,58.5,68.7,100.0,44.5,1,0,0,0,0,0,1,1,0,1,1,0,0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
EMP153,6.2,59.2,5,64.2,44.6,18.7,61.9,48.4,1,0,1,0,0,0,0,0,1,0,0,1,0,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
EMP721,13.8,93.5,8,72.7,36.1,41.9,100.0,43.3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
EMP2287,5.6,46.4,4,55.8,38.2,32.4,99.1,77.7,1,1,1,0,0,0,1,1,0,0,0,1,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
EMP616,12.1,32.5,1,81.9,20.3,18.5,100.0,84.1,1,1,0,1,1,0,0,0,0,1,0,0,1,0,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
EMP3947,8.1,90.4,6,62.3,51.4,40.1,77.3,36.0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
EMP525,1.3,36.0,3,62.6,29.2,28.9,100.0,52.5,1,0,0,1,0,1,0,0,0,0,1,0,0,0,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
EMP3974,4.1,58.3,6,65.0,43.8,42.9,88.8,73.8,1,1,0,0,0,0,0,1,0,0,0,0,0,0,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
EMP2464,5.8,88.6,5,58.4,33.2,19.2,69.1,41.5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
EMP2861,4.2,32.7,3,70.4,54.3,29.2,53.1,46.4,0,0,0,1,0,0,0,1,0,1,1,0,0,0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
EMP1547,8.2,54.3,3,74.5,49.5,76.2,100.0,30.2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
EMP1162,11.2,52.5,4,49.8,48.3,44.3,69.0,47.1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
EMP3623,5.0,24.1,0,66.6,27.3,27.1,100.0,37.3,1,0,0,1,0,1,0,0,0,0,0,0,0,1,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
EMP4796,3.9,94.5,6,65.8,44.2,44.2,100.0,35.9,1,0,0,1,0,0,0,0,0,0,0,0,1,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
EMP199,0.9,26.3,1,59.5,30.9,21.1,71.8,57.1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
EMP4192,6.5,65.6,6,66.9,59.7,48.0,73.6,60.7,0,1,0,1,0,0,0,0,0,0,0,0,1,1,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
EMP2313,19.9,57.3,3,81.8,29.2,24.8,100.0,40.5,1,0,0,0,0,0,1,0,1,0,0,0,0,0,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
EMP313,6.5,37.3,2,65.9,33.2,35.2,97.1,87.3,1,1,1,0,0,1,1,0,0,0,0,0,0,0,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
EMP3556,10.5,75.2,4,84.0,31.1,30.1,92.3,48.6,1,0,0,0,0,0,0,0,0,0,0,0,0,1,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
EMP493,3.0,55.3,3,62.9,37.1,35.3,100.0,39.4,0,0,0,0,0,1,0,0,0,1,0,0,0,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
EMP4607,7.1,66.1,2,70.9,43.8,36.4,77.1,17.7,1,0,1,1,0,0,0,0,0,0,0,1,0,0,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
EMP583,9.3,42.2,4,60.8,31.9,30.0,99.4,50.9,0,0,0,0,0,0,0,0,0,0,0,1,1,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
EMP4535,2.9,35.7,2,69.4,58.0,59.2,99.0,20.9,0,0,0,0,1,0,1,1,0,0,1,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
EMP1134,2.0,11.2,2,52.1,41.8,39.3,100.0,41.9,1,0,0,0,0,0,1,0,0,0,0,1,0,0,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
EMP1869,6.7,58.2,3,61.1,31.6,28.9,100.0,20.5,0,0,1,0,1,0,0,0,0,0,1,0,0,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
EMP2300,2.7,26.3,2,67.9,17.4,28.9,71.8,42.1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
EMP3937,1.0,68.3,4,55.1,54.7,53.2,89.8,70.3,1,1,0,0,0,0,0,0,0,1,0,0,0,0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
EMP3091,2.8,51.9,3,75.3,33.5,19.1,58.2,8.8,0,0,0,0,0,0,0,0,0,1,0,1,0,0,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
EMP576,8.4,97.0,3,67.9,22.8,26.8,100.0,44.7,1,1,0,0,0,1,1,0,0,1,0,1,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
EMP1709,7.6,35.6,2,93.5,29.8,31.8,100.0,55.4,1,0,0,1,0,1,0,0,0,0,0,0,0,0,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
EMP1676,4.0,50.6,3,73.1,48.1,40.3,84.2,24.0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
EMP334,1.0,49.0,5,65.2,49.6,37.8,71.8,19.1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
EMP4506,2.6,40.0,3,64.3,34.0,25.3,68.6,14.7,0,0,0,0,0,0,0,0,1,0,1,0,0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
EMP4143,20.6,42.6,2,75.9,19.5,14.2,68.0,50.7,1,0,0,0,0,0,0,0,0,0,0,1,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
EMP3040,5.3,57.3,3,99.0,42.4,31.3,67.6,24.9,1,0,0,0,0,0,0,0,0,0,1,0,0,1,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
EMP989,2.4,100.0,0,60.7,40.1,29.7,62.2,81.2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
EMP1803,5.1,34.8,3,64.0,33.8,14.4,56.1,53.9,1,0,0,0,0,0,0,0,1,0,0,1,0,0,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
EMP3534,2.5,58.1,3,53.2,37.1,21.2,68.6,17.6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
EMP3441,10.6,74.6,4,90.0,11.6,10.4,92.0,44.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
